spec_id,cell_name,patched_cell_container,nwb_id,Cortical_layer,broad_class_label,cell_type,Transcriptomic_type,hyperpol.decay_time_constant_after_stim,hyperpol.sag_amplitude,hyperpol.steady_state_voltage,hyperpol.steady_state_voltage_stimend,hyperpol.voltage_base,depol.AHP1_depth_from_peak,depol.AHP_depth,depol.AHP_time_from_peak,depol.AP1_peak,depol.AP1_width,depol.Spikecount,depol.decay_time_constant_after_stim,depol.depol_block,depol.inv_first_ISI,depol.mean_AP_amplitude,depol.steady_state_voltage,depol.steady_state_voltage_stimend,depol.time_to_first_spike,depol.voltage_base,slope,intercept
1010240295,H20.06.351.11.10.01.03,P8S4_200225_360_A01,1010240278,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,14.72707054843561,12.821241092394274,-62.36463156516064,-129.51624708908128,-64.92472726948422,73.68691500281801,22.87566870429407,3.3000000000007503,31.405667870815666,0.8470695949289969,36,12.603175827609245,1.0,53.76344086020283,62.23657995065591,-67.64969425823685,-31.85074741018677,14.139993286211052,-65.15691583629642,494.23431734317353,0.014
672186592,H18.06.004.11.04.03,P9S4_180312_404_A01,672186579,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,17.397984672780336,6.1840957109693875,-57.019065202461114,-98.78462094305777,-58.310079986600876,83.2505582186549,8.400054132461321,1.899999999998272,30.813139202151532,0.7998704159001028,78,7.918267602850303,1.0,133.3333333334546,38.12606406003975,-65.79431080097157,-28.9320549666679,4.039993286304252,-60.8374731489647,289.14223669923996,-0.11
880209298,H19.06.356.11.09.01.04,PAS4_190603_453_A01,880209119,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,16.343239413389213,1.5151949884450744,-60.55938870968199,-97.00981034761477,-61.83475030324105,82.89416939383469,23.122178506464444,1.4000000000003183,43.71920350356939,0.6706976838276862,22,18.819498292592996,1.0,98.03921568625222,66.3131621519106,-61.834596040391204,-30.40537453831242,25.139993286213553,-62.29714439672975,348.2758620689655,0.02
832731991,H19.03.305.11.08.01.11,PES4_190305_660_A01,832731928,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,17.79613838845358,0.9552572081453121,-67.24896251284787,-104.48848078838853,-67.91273820918259,83.56881985681969,16.13649604413066,2.0000000000004547,31.2062959221539,0.748101163283846,37,15.263017470712454,1.0,93.45794392521239,67.47701319380865,-70.21669698336306,-41.67803745231065,16.139993286211507,-68.49901997879644,574.9999999999999,0.02
902511379,H19.03.315.11.09.01.06,PES4_190709_664_A01,902511350,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,14.172722645068372,1.159251974274639,-70.615640475224,-109.6282407848511,-71.31372685401153,78.0440975572379,20.370128763363162,1.500000000000341,27.54408326620161,0.6718771450312108,47,12.886057625374468,1.0,114.94252873560605,63.295888684879834,-74.41381306397228,-39.17778154020568,12.939993286210779,-70.87014305439946,652.0376175548591,0.016
1005108908,H20.03.303.11.03.01.05,PES4_200204_660_A01,1005108832,,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,26.277998470702972,8.09595707107782,-63.17640063982996,-125.80403111040282,-63.9075828142642,88.73687986336762,7.8471776791450765,2.4000000000005457,33.79939133186109,0.7598309550582855,57,6.9645470300273375,1.0,86.20689655170453,68.55807451908589,-69.40309131218436,-42.737523335201544,6.03999328620921,-62.78466621065161,382.2822822822822,-0.07
1005127787,H20.03.303.11.03.01.07,PES4_200204_662_A01,1005127773,,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,18.08283630859188,2.1626518288902616,-64.45415012658907,-134.06859035547404,-65.76806150963633,76.01241863189102,16.795526305371453,2.9000000000006594,28.274936545315892,0.7988309433474152,54,7.046021870936059,1.0,98.03921568625222,66.75758599992744,-69.05775927202998,-38.99387234060154,8.439993286209756,-64.53300839194658,742.5373134328358,0.01
911007428,H19.03.317.11.05.01.01,PFS4_190723_702_A01,911007218,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,17.50541813620328,2.4158195946043435,-58.63433850775682,-104.67783608148412,-59.837239140955155,74.03003429923871,10.668334334166985,2.4000000000005457,24.22378468240444,0.5937843383780843,50,5.882630354811123,1.0,65.78947368419557,65.92920006819621,-63.48566211702867,-41.61631411331862,9.33999328620996,-60.47458395100125,665.6950672645738,0.01
805751552,H19.03.301.11.05.01.01,P2S4_190108_051_A01,805751525,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,16.90440181963278,2.9825448082803234,-57.13850307186478,-113.1049500474501,-56.959521298941546,94.03148437276548,9.906877400295073,2.2000000000005002,45.631486661583835,0.6770532803133746,6,52.59212007933016,1.0,6.930006930005354,83.79352261025105,-57.24866133731738,-45.8801421765113,89.03999328622808,-58.306875111476714,55.0,-0.09
707795387,H18.06.358.11.06.01,P8S4_180611_356_A01,707795272,2.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,18.80676161040288,4.658937667868244,-61.831101640789896,-118.46606233213176,-63.29599097885518,80.96890243689356,17.23350104223153,2.09999999999809,34.25016672884557,0.8169018266156963,61,5.7619298136305055,1.0,161.29032258079187,63.96506020969649,-69.46302738425635,-33.27688932433151,4.139993286304161,-63.952236750279525,178.46889952153109,-0.11
674620956,H18.03.005.11.11.04,P9S4_180320_411_A01,674620943,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,18.794101688580284,2.8625736334137457,-53.11397963171802,-87.38734538326851,-53.41994323224287,63.34401200751106,8.38795725967983,2.3999999999995225,18.40651200751106,0.9064194802814747,71,9.777987039420065,1.0,153.8461538462534,17.639064289453295,-57.774498654641,-25.140951408569958,2.539993286303911,-53.32545725967983,214.62376237623766,-0.11
811953283,H19.03.302.11.04.01.04,PFS4_190122_703_A01,811953264,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,18.339108601161218,0.7508143989082612,-68.62735423038323,-95.23042969183115,-68.32204954521023,72.8243957706375,25.480346078720437,1.3000000000002956,30.161920161818195,0.6164157485026126,19,18.189050623141565,1.0,126.58227848098387,61.17488805820942,-68.25683929945667,-36.77511517161085,26.13999328621378,-68.14282168753974,305.0,0.06
840043506,H19.06.351.11.06.01.06,P8S4_190321_357_A01,840043481,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,20.449548300384446,0.48640588368189697,-65.36401482089605,-92.99481724599609,-64.60647937460509,73.93075228146286,20.1515551095967,1.6000000000003638,30.062037916191766,0.8071117749946595,17,17.188589973563587,1.0,153.84615384611885,64.94115360211475,-66.72987197275272,-39.49995234009309,23.53999328621319,-64.02026947486779,212.5,0.03
738006528,H18.06.363.11.06.02.07,P8S4_180816_357_A01,738006440,3.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,24.094425279904808,1.6202795481701315,-59.12888240245591,-93.75468625503676,-58.20883258567279,89.79335513024913,5.640291315660598,1.8000000000004093,37.39960494065314,0.6323956372628291,21,5.582446076914538,1.0,43.66812227073243,73.97704410163249,-61.19865201342226,-44.13758509281542,8.439993286209756,-58.03404150525659,138.8206388206388,-0.07
811830358,H19.03.302.11.15.01.02,P8S4_190122_352_A01,811830262,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 CDH12,20.48351383166419,2.3369474151758425,-60.242282208624815,-108.48180105894525,-60.36162289049017,91.01889691487135,14.54465449739152,2.1000000000004775,36.006396151931895,0.7805279795393423,27,12.088346103443346,1.0,61.72839506171436,75.55047455432438,-71.65663845733314,-43.95940164567238,16.039993286211484,-69.55715526033097,272.30769230769226,0.02
1001478009,H20.03.302.11.09.01.08,P8S4_200121_359_A01,1001477951,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 TNFAIP8L3,18.3355559194337,0.1668879523664799,-70.51706208404718,-91.37063624987408,-70.0334990399206,70.4061137539688,29.832018798919577,1.4000000000003183,30.2498637539688,0.7304666724109798,26,15.349969435729273,1.0,175.43859649118818,58.88630916025121,-71.78962681259772,-29.64554736135381,12.739993286210733,-69.98826879891958,157.02830188679246,0.07
794295982,H18.06.371.12.17.01.01,PBS4_181212_501_A01,794295941,3.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 TNFAIP8L3,31.003709194470748,0.1573580080457475,-67.16338794997985,-85.34264199195425,-65.86931095761362,104.45666343492655,19.4852795930968,1.500000000000341,57.11289247333751,0.673285986764853,5,39.618232061838775,1.0,185.18518518514307,84.52463371247204,-66.75802043645129,-45.42456298846997,63.83999328622235,-66.82905055468585,32.758620689655174,0.05
840142358,H19.06.351.11.10.01.11,PES4_190321_660_A01,840142339,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1-2 PAX6 TNFAIP8L3,20.324286926760234,0.7967860264704996,-73.51279853138905,-98.484461116044,-73.75476941706064,82.93213090041235,25.925804317544177,1.4000000000003183,34.344623661158494,0.7354334709013072,9,18.064290601509803,1.0,185.18518518514307,72.96606235157742,-75.69767298509504,-50.33896840900788,32.63999328621526,-74.51331155679803,75.0,0.05
811800886,H19.03.302.11.13.01.01,P1S4_190122_001_A01,811800576,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),15.647654678738782,6.263032298619123,-64.77142211363446,-107.91191072296486,-66.05089473081088,88.33089198843022,10.712321575403713,2.600000000000591,33.762132045817516,0.8305034702864146,27,7.732803111833077,1.0,47.393364928899175,71.25542925884936,-67.6941448501329,-47.13166088034743,12.339993286210643,-65.28108151801642,355.26315789473693,0.02
840021589,H19.06.351.11.16.01.10,P1S4_190321_007_A01,840021359,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),13.582520634023787,0.647470280784745,-68.889125411999,-93.35877914587357,-68.65837389249754,100.2003180233987,17.228707663259172,1.6000000000003638,48.2628180233987,0.6368179803530091,24,14.577850986785123,1.0,42.91845493561256,77.30020751562564,-70.43028095197192,-41.85528850448295,22.83999328621303,-69.16620766325917,358.62068965517244,0.05
854528751,H19.03.309.11.08.01.01,P1S4_190419_003_A01,854528421,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),10.636801884043477,9.663525959844335,-74.85668605064046,-101.86147556603457,-77.45131150405906,83.85615710726609,11.354059261956394,2.300000000000523,15.706155581387176,0.8293927818952798,22,8.127641718187443,1.0,32.78688524589418,64.99137066724994,-82.24984890035947,-62.812627062380436,23.93999328621328,-79.5040607878353,346.551724137931,0.01
854622053,H19.03.309.11.08.01.06,P1S4_190419_006_A01,854621770,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),7.877448095094308,8.866890336036619,-57.85329899369395,-87.78934823044193,-58.931697489424415,101.0494363314729,8.636127109397954,1.900000000000432,48.949427373355554,0.7086480498229143,28,9.33196802113555,1.0,44.24778761060941,73.44550452782423,-61.32428356328645,-39.034408537929245,14.939993286211234,-60.736136067515304,365.00000000000006,0.03
653810044,H17.03.016.11.04.02,P2S4_171219_053_A01,653810027,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),8.821792575696529,5.085906598433326,-61.35308304561656,-85.13281005574149,-62.58272035034157,73.28148342250837,9.726822934067833,1.799999999998363,19.437719130577666,0.7088922879219033,29,7.532046250767834,1.0,55.555555555606084,59.36187806110487,-64.77722614296759,-45.83363482634332,9.439993286299341,-63.570587225998544,351.35135135135135,0.05
840065347,H19.06.351.11.16.02.02,P2S4_190321_052_A01,840065325,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),10.428868807625527,2.6109531285229366,-70.02784614134444,-98.17029210889285,-70.67275861634076,65.84419873815493,22.414886671225347,2.2000000000005002,18.50670102697329,0.8384750875839634,20,11.765612083220686,1.0,39.525691699595754,53.375167665929254,-70.40785251269325,-40.04930349005902,24.839993286213485,-69.75238438240699,329.7872340425532,0.05
923103580,H19.03.319.11.04.01.01,P2S4_190813_051_A01,923103553,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),14.38590168705863,2.118644899732189,-72.37926344799696,-100.00636938790798,-73.34814353715858,98.73175483518258,16.194214394439946,1.900000000000432,40.1692318999529,0.6529868759333931,86,22.462079271445017,1.0,138.8888888888573,66.86625221366994,-74.15462563477327,-41.79254709604944,19.53999328621228,-74.75673732966963,1273.4389561975768,0.02
674636925,H18.03.005.11.12.05,P8S4_180320_361_A01,674636843,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),9.423420712924388,6.543805633597046,-59.82731765739996,-96.01862767477813,-61.347763839783845,79.59247159569694,9.664857948496454,1.4999999999986358,29.123721595696935,0.654708745331696,73,6.192224018700991,1.0,158.7301587303031,61.88561560841554,-61.659868331885626,-31.930493740430435,4.039993286304252,-60.133607948496454,436.42857142857144,0.02
811932153,H19.03.302.11.06.01.01,P8S4_190122_355_A01,811932120,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),9.831322285991254,5.296238979278385,-60.30745474923239,-91.4162415786117,-61.75491690763681,55.24999806605736,23.61163496481,2.600000000000591,16.79998875654797,0.9788549573966573,28,15.504190683635136,1.0,62.49999999998579,47.81739035765843,-62.468364020142275,-29.72750070188012,17.73999328621187,-62.06164427431939,414.99999999999994,0.04
811969059,H19.03.302.11.06.01.06,P8S4_190122_360_A01,811969040,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.754824032502528,2.4560184607129116,-58.68243256689786,-85.50021271743431,-59.87469673269919,69.61842473641474,17.27009936406639,2.1000000000004775,26.599680261935518,0.8166688471595486,26,7.937670684173352,1.0,59.88023952094447,61.583118551259076,-61.25293716058398,-38.05630774899085,17.939993286211916,-60.2888438385456,365.0,0.03
835615172,H19.03.306.11.12.01.03,P8S4_190311_353_A01,835615124,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.773869310407205,4.075146926424523,-59.29321144651513,-96.66226275263354,-60.35290438777027,93.1928252610069,19.7463365379716,1.6000000000003638,52.99283783724706,0.7338549952957331,38,8.992578171664507,1.0,68.49315068491593,75.78610722484517,-62.39283863962578,-29.595138932203373,14.539993286211143,-59.946323961731444,-16.353622011269604,0.04
835699648,H19.03.306.11.12.01.09,P8S4_190311_359_A01,835699620,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),13.157956425176236,4.946797591700488,-63.13776582126885,-107.30320431920926,-63.93117674396987,83.2257156291116,20.35819250328197,2.300000000000523,37.75071048336582,0.8101521486402053,38,17.536411144394908,1.0,58.13953488370771,70.35293902962233,-66.3947760949735,-35.97447094313026,19.339993286212234,-65.83319764902775,631.7919075144508,0.02
839923944,H19.06.351.11.06.01.01,P8S4_190321_352_A01,839923820,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),13.094305416977367,2.762563560122828,-65.94293725287342,-98.23118796575608,-67.02269552909026,65.74996570116731,21.50356790984185,2.5000000000005684,19.999971417929885,0.914551908075394,28,8.141675525008054,1.0,60.9756097560837,57.053968076829676,-68.14105191730117,-39.22876796955038,17.939993286211916,-67.25356219307928,395.0,0.03
840062001,H19.06.351.11.06.01.07,P8S4_190321_358_A01,840061977,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.295356364517572,4.580177555221297,-58.91657585653895,-91.4198224447787,-59.86969707112142,98.91318634991089,8.415911310564063,1.8000000000004093,47.281943592552516,0.7292842519817422,26,10.980563782803516,1.0,42.01680672267952,71.39726090723644,-61.29178167315076,-38.45242403987037,17.639993286211848,-60.04715406792244,420.0,0.03
854543457,H19.03.309.11.08.02.01,P8S4_190419_354_A01,854543192,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),11.149115261317561,8.34450027403797,-58.46139464810483,-95.05549267582845,-60.15618590319597,60.05505773701058,9.05616191698062,2.700000000000614,8.648813453971206,0.9267948027516607,28,2.48299466489748,1.0,38.31417624520201,46.514418266408384,-62.59366571028579,-43.67654344637863,15.53999328621137,-60.46240620001999,437.50000000000006,0.02
854643458,H19.03.309.11.08.02.05,P8S4_190419_358_A01,854643431,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),9.684621429049002,7.32833564499019,-63.26093727213603,-94.89664377298733,-64.59382182239894,98.20718959322176,15.391292684747711,1.8000000000004093,48.54472255829563,0.7265524080088044,26,13.05485624336835,1.0,48.076923076912145,76.64264195135732,-65.78878177029131,-40.459574535714886,18.03999328621194,-65.05375971967383,362.9310344827586,0.03
911052828,H19.03.317.11.09.01.01,P8S4_190723_357_A01,911052626,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.319319859935497,3.3060620205918383,-60.42048782256213,-96.18138672076131,-61.86213323438933,50.02515729870026,19.004519742275903,3.6000000000008185,7.025157298700259,0.9538063671988098,34,8.830630404731622,1.0,58.13953488370771,44.6641679931692,-63.63528280717549,-36.47653221759735,14.539993286211143,-62.0045197422759,492.30769230769226,0.02
992002179,H19.03.323.11.04.01.01,P8S4_191203_353_A01,992002153,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),15.478066919198891,3.1459765948985705,-62.461885569900346,-93.49151749583596,-63.79427058710646,96.88745883974872,15.969665630817403,1.8000000000004093,48.5,0.7298413292679108,29,12.973284857905847,1.0,51.020408163253705,81.42949353241144,-66.12992585568813,-43.74041027546256,19.039993286212166,-64.35712447056612,402.04170286707216,0.018
992007032,H19.03.323.11.04.01.02,P8S4_191203_354_A01,992007016,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),11.087222644092947,5.0669285741048355,-57.73913849549609,-88.79556589572049,-59.44290446936278,95.94359356997913,20.67969523939621,2.300000000000523,56.062371770144864,0.8188026863747533,27,14.75949884231465,1.0,37.313432835812414,72.07689939840259,-60.95636798770017,-27.9187430761645,20.33999328621246,-60.56091703923048,357.66806722689074,0.046
1001422905,H20.03.302.11.09.01.01,P8S4_200121_352_A01,1001422850,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.222339428825014,3.648208119281847,-65.51810277336725,-90.73928597134497,-66.22509162370923,82.80649828236858,16.67196281800023,2.0000000000004547,32.26275419105363,0.7694845712029411,28,11.86344282275482,1.0,43.66812227073243,65.81078246324401,-68.24168443794099,-41.560322088421614,22.13999328621287,-67.21570690931517,394.2501681237392,0.048
1001469892,H20.03.302.11.09.01.07,P8S4_200121_358_A01,1001469863,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),14.866438499734855,2.7530315467801927,-61.77516352286744,-91.24694177486712,-63.20026069646939,75.74975038026699,19.26330692396624,2.5000000000005684,31.13725590578802,0.8255131488877427,19,12.88213141067611,1.0,46.51162790696617,65.02145832368129,-64.654634610832,-38.19669649063639,21.03999328621262,-63.875801398445205,287.27180527383365,0.052
1001483877,H20.03.302.11.09.01.09,P8S4_200121_360_A01,1001483851,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),11.001023464002744,4.237428648793582,-58.89983265025578,-86.67503373997121,-59.61269827355426,74.69353059197977,12.000621725766123,2.2000000000005002,25.574789568742666,0.7424844822970178,24,10.635810254251389,1.0,40.650406504055795,60.51743122310483,-61.872530896291906,-41.94722433852493,14.939993286211234,-61.11936274900323,363.7365328109696,0.032
653810423,H17.03.016.11.10.03,P9S4_171219_403_A01,653810405,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),13.509868553108754,1.3568813635132813,-64.65297233627707,-84.23672096135107,-64.07362119709612,65.15616425256268,21.129113295482554,2.299999999997908,21.625133383187194,0.8315331384099839,21,10.258526834358715,1.0,33.11258278148707,51.15785667768297,-65.9322913603324,-36.59151616145451,23.639993286286426,-64.66014416485804,252.90322580645156,0.09
685779125,H18.03.008.11.15.04,P9S4_180417_406_A01,685778879,,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),12.663391543908878,6.241949293728879,-46.600965110660006,-85.38316027161177,-50.63192484598048,69.43768578265275,9.491256467088839,1.899999999998954,30.031392908911364,0.7889086804519739,59,3.5724074842340343,1.0,125.00000000010303,59.425354434554706,-55.309354380191294,-31.05860776583874,3.439993286304116,-48.89754934083022,196.07007575757575,-0.11
689323128,H18.03.009.11.14.05,P9S4_180424_409_A01,689323115,1.0,GABAergic neuron,LAMP5PAX6Other,Inh L1 SST NMBR (ADARB2+),15.189755814059478,0.8687785930849259,-71.42689801650862,-96.28743806108349,-71.88746450748548,70.46847846980417,17.18576029744198,1.799999999998363,15.281264291941358,0.8194550705948951,43,7.12811308574853,1.0,119.04761904772732,61.93581108937486,-73.78282639057944,-46.110374498406465,8.739993286299978,-72.37297447530479,254.25824175824172,0.06
